0,0,0,0,0,0,1000,0,0,0,0,0
0,0,0,0,0,488,512,0,0,0,0,0
0,0,0,0,0,249,751,0,0,0,0,0
0,0,0,0,0,521,479,0,0,0,0,0
0,0,0,0,0,333,667,0,0,0,0,0
0,0,0,0,0,512,488,0,0,0,0,0
0,0,0,0,0,349,651,0,0,0,0,0
0,0,0,0,8,507,481,4,0,0,0,0
0,0,0,0,4,369,625,2,0,0,0,0
0,0,0,0,19,495,473,13,0,0,0,0
0,0,0,0,13,378,604,5,0,0,0,0
0,0,0,0,34,473,463,30,0,0,0,0
0,0,0,0,19,373,593,15,0,0,0,0
0,0,0,0,52,444,460,44,0,0,0,0
0,0,0,0,24,386,564,26,0,0,0,0
0,0,0,0,62,437,450,51,0,0,0,0
0,0,0,0,39,366,559,35,1,0,0,0
0,0,0,0,71,429,429,70,1,0,0,0
0,0,0,1,47,372,532,47,1,0,0,0
0,0,0,1,80,438,401,80,0,0,0,0
0,0,0,3,58,361,524,52,2,0,0,0
0,0,0,1,87,421,402,87,2,0,0,0
0,0,0,3,63,358,514,60,2,0,0,0
0,0,0,2,99,415,380,102,2,0,0,0
0,0,0,3,73,353,501,67,3,0,0,0
0,0,0,2,110,390,386,109,3,0,0,0
0,0,0,5,80,337,497,77,3,1,0,0
0,0,0,4,115,378,383,117,2,1,0,0
0,0,0,6,86,322,501,81,3,1,0,0
0,0,0,3,133,361,369,132,2,0,0,0
0,0,0,5,100,315,483,94,2,1,0,0
0,0,0,5,135,370,355,134,0,1,0,0
0,0,0,9,97,333,459,99,2,1,0,0
0,0,0,7,134,359,368,130,1,1,0,0
0,0,0,11,100,313,463,109,2,1,0,0
0,0,0,7,149,340,355,148,0,1,0,0
0,0,0,15,110,312,442,117,3,1,0,0
0,0,0,11,147,346,340,153,2,1,0,0
0,0,0,22,109,309,436,115,8,1,0,0
0,0,0,14,152,341,328,158,6,1,0,0
0,0,0,20,108,311,435,113,10,1,0,0
0,0,1,15,152,336,329,159,7,1,0,0
0,0,0,20,112,306,430,115,13,1,0,0
0,0,2,19,158,326,323,160,11,1,0,0
0,0,1,25,110,297,435,110,20,1,0,0
0,0,2,19,155,325,317,168,13,1,0,0
0,0,2,28,115,281,435,120,18,1,0,0
0,0,2,21,154,332,306,174,10,1,0,0
0,0,2,27,119,293,421,119,17,2,0,0
0,0,2,22,169,306,306,182,11,2,0,0
0,0,1,25,127,275,419,128,21,2,0,0
0,0,2,20,179,292,315,176,14,2,0,0
0,0,1,30,127,268,408,135,27,2,0,0
0,0,3,24,180,289,303,182,18,0,1,0
0,0,2,33,135,260,399,136,31,3,0,0
0,0,3,23,187,278,306,179,22,2,0,0
0,0,3,34,136,266,386,136,32,4,0,0
0,0,4,16,196,280,299,179,23,3,0,0
0,0,4,30,147,255,387,138,33,5,0,0
0,0,4,22,191,276,286,191,26,4,0,0
0,0,3,31,144,252,381,142,38,6,0,0
0,0,4,22,190,273,288,184,34,5,0,0
0,0,3,34,147,261,363,141,43,6,0,0
0,0,3,25,193,279,264,196,37,3,0,0
0,0,2,35,142,269,348,145,49,5,0,0
0,0,6,25,199,276,255,199,36,3,1,0
0,0,4,32,156,256,348,146,44,8,1,0
0,0,9,20,197,283,254,196,33,6,2,0
0,0,3,36,145,262,348,143,45,12,0,0
0,0,7,24,210,265,267,183,38,6,0,0
0,0,7,33,157,257,339,150,46,8,0,0
0,0,8,26,212,253,260,198,36,7,0,0
0,0,4,36,153,256,335,157,42,11,0,0
0,0,6,31,206,260,251,205,32,9,0,0
0,0,3,39,157,251,331,149,51,13,0,0
0,0,6,32,202,265,253,193,37,11,1,0
0,0,4,43,157,247,333,142,50,16,1,0
0,0,9,33,213,250,255,188,40,11,1,0
0,0,4,54,159,232,333,151,41,20,0,0
0,0,7,37,212,249,251,191,39,12,2,0
0,0,5,55,161,232,325,145,52,18,0,0
0,1,8,38,214,238,250,199,37,14,1,0
0,1,6,59,166,223,328,139,54,19,0,0
0,1,8,40,214,235,245,202,41,13,1,0
0,1,4,58,164,228,311,151,56,19,1,0
0,1,7,47,223,216,244,200,45,15,2,0
0,1,5,58,161,221,319,148,54,21,1,0
0,1,10,52,207,226,249,188,52,13,2,0
0,1,8,62,158,220,328,138,59,18,2,0
0,2,10,56,198,232,245,187,56,11,3,0
0,1,9,61,157,224,321,134,62,19,2,0
0,2,12,52,216,212,245,191,54,12,4,0
0,1,8,70,164,209,312,135,68,20,3,0
0,1,14,55,210,216,253,181,52,15,3,0
0,1,14,68,158,209,321,140,62,21,3,0
0,2,13,58,208,219,229,196,57,15,3,0
0,1,12,69,165,219,291,152,62,21,2,1
0,2,13,56,215,216,224,198,59,14,2,1
0,2,11,68,164,208,297,149,69,20,2,1
0,2,15,62,211,207,232,193,61,13,4,0
